StockCode,Description,SETS,Colors,Material,Design,Jewelry,Household,MISC,TotalSales,Quantity,UnitPrice,Price_Category,Sales_Frequency
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1,0,0,0,0,0,0,1752.79,1391,1.61,cheap,reg_seller
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,0,0,1,1,0,1,0,1313.39,1608,0.91,cheap,reg_seller
23374,RED SPOT PAPER GIFT BAG,0,1,1,0,0,1,0,1962.83,2456,0.87,cheap,reg_seller
23375,50'S CHRISTMAS PAPER GIFT BAG,0,0,1,1,0,1,0,1108.89,1352,0.94,cheap,reg_seller
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1,0,0,1,0,0,0,1389.59,3051,0.51,cheap,reg_seller
23377,PACK OF 12 DOLLY GIRL TISSUES,1,0,0,0,0,0,0,593.62,1354,0.56,cheap,reg_seller
23378,PACK OF 12 50'S CHRISTMAS TISSUES,1,0,0,1,0,0,0,1842.42,4003,0.46,cheap,reg_seller
23379,PACK OF 12 RED APPLE TISSUES,1,1,0,1,0,0,0,465.36,1220,0.54,cheap,reg_seller
23380,PACK OF 12 DOILEY TISSUES,1,0,0,0,0,0,0,983.5,2344,0.49,cheap,reg_seller
23380,PACK OF 12 VINTAGE DOILY TISSUES,1,0,0,1,0,0,0,983.5,2344,0.49,cheap,reg_seller
23381,PACK OF 12 VINTAGE LEAF TISSUES ,1,0,0,1,0,0,0,567.9499999999999,1509,0.47,cheap,reg_seller
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,0,0,1,0,0,0,7356.18,1875,4.66,cheap,reg_seller
23388,WOODLAND MINI BACKPACK,1,0,1,0,0,0,0,3448.69,825,4.63,cheap,warm
23388,WOODLAND MINI RUCKSACK ,0,0,1,0,0,0,0,3448.69,825,4.63,cheap,warm
23389,SPACEBOY MINI BACKPACK,1,0,0,0,0,0,0,4780.54,1122,4.52,cheap,reg_seller
23389,SPACEBOY MINI RUCKSACK,0,0,0,0,0,0,1,4780.54,1122,4.52,cheap,reg_seller
23390,DOLLY GIRL MINI BACKPACK,1,0,0,0,0,0,0,3042.19,751,4.38,cheap,warm
23390,DOLLY GIRL MINI RUCKSACK,0,0,0,0,0,0,1,3042.19,751,4.38,cheap,warm
23391, I LOVE LONDON MINI BACKPACK,1,0,0,0,0,0,0,1632.3200000000002,390,4.61,cheap,warm
23391, I LOVE LONDON MINI RUCKSACK,0,0,0,0,0,0,1,1632.3200000000002,390,4.61,cheap,warm
23392,SPACEBOY ROCKET LOLLY MAKERS,0,0,0,0,0,0,1,1485.43,667,2.68,cheap,warm
23393,HOME SWEET HOME CUSHION COVER ,0,0,0,0,0,1,0,3230.41,807,4.47,cheap,warm
23394,POSTE FRANCE CUSHION COVER,0,0,0,0,0,1,0,1888.9,438,4.93,cheap,warm
23395,BELLE JARDINIERE CUSHION COVER,0,0,0,0,0,1,0,3305.83,761,4.87,cheap,warm
23396,BUTTERFLY CUSHION COVER,0,0,0,1,0,1,0,2780.53,662,4.77,cheap,warm
23396,LA JARDIN BOTANIQUE CUSHION COVER,0,0,0,0,0,1,0,2780.53,662,4.77,cheap,warm
23396,LE JARDIN BOTANIQUE CUSHION COVER,0,0,0,0,0,1,0,2780.53,662,4.77,cheap,warm
23397,FOOT STOOL HOME SWEET HOME ,0,0,0,0,0,1,0,5097.65,489,11.57,medium,warm
23398,HANGING HEART BONHEUR,0,0,0,1,0,0,0,538.75,610,1.04,cheap,warm
23399,HOME SWEET HOME HANGING HEART,0,0,0,1,0,1,0,1752.35,1922,1.1,cheap,reg_seller
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,0,0,0,0,0,1,0,2409.34,462,6.79,medium,warm
23401,RUSTIC MIRROR WITH LACE HEART,0,0,0,1,0,0,0,2354.87,459,7.09,medium,warm
23402,HOME SWEEET HOME 3 PEG HANGER ,0,0,0,0,0,1,0,1151.03,297,4.44,cheap,warm
23402,HOME SWEET HOME 3 PEG HANGER ,0,0,0,0,0,1,0,1151.03,297,4.44,cheap,warm
23403,LETTER HOLDER HOME SWEET HOME,0,0,0,0,0,1,0,2207.86,626,4.37,cheap,warm
23404,HOME SWEET HOME BLACKBOARD,0,1,0,0,0,1,0,4561.76,1052,5.99,medium,reg_seller
23405,HOME SWEET HOME 2 DRAWER CABINET,0,0,0,0,0,1,0,1321.38,254,5.96,medium,warm
23406,HOME SWEET HOME KEY HOLDER,0,0,0,0,0,1,0,2428.9100000000003,472,7.04,medium,warm
23407,SET OF 2 TRAYS HOME SWEET HOME,1,0,0,0,0,1,0,2729.33,269,10.6,medium,warm
23408,PHOTO FRAME LINEN AND LACE SMALL,0,0,0,0,0,0,1,644.8000000000001,310,2.08,cheap,warm
23409,PHOTO FRAME LINEN AND LACE LARGE,0,0,0,0,0,0,1,801.6800000000001,215,3.81,cheap,warm
23410,CURIO CABINET LINEN AND LACE ,0,0,0,0,0,1,0,290.1,36,8.03,medium,cold
23411, TRELLIS COAT RACK,0,0,0,0,0,0,1,1118.61,227,5.84,medium,warm
23412,HEART MIRROR ANTIQUE WHITE,0,1,0,1,0,0,0,2354.8,362,7.53,medium,warm
23413,DECORATIVE VINTAGE COFFEE  BOX,1,0,0,1,0,0,0,929.11,177,6.27,medium,warm
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,1,0,0,1,0,0,0,929.11,177,6.27,medium,warm
23413,VINTAGE COFFEE GRINDER BOX,1,0,0,1,0,0,0,929.11,177,6.27,medium,warm
23414,ZINC BOX SIGN HOME,1,0,0,0,0,1,0,1378.75,141,10.07,medium,warm
23415,HOME SWEET HOME HOOK,0,0,0,0,0,1,0,412.18,328,1.45,cheap,warm
23416,CHAMBRE HOOK,0,0,0,0,0,0,1,184.68,132,1.76,cheap,warm
23417,BATHROOM HOOK,0,0,0,0,0,1,0,157.5,146,1.6,cheap,warm
23418,LAVENDER TOILETTE BOTTLE,0,0,0,0,0,1,0,1168.08,558,2.56,cheap,warm
23419,HOME SWEET HOME BOTTLE ,0,0,0,0,0,1,0,1045.8,474,2.67,cheap,warm
23420,PANTRY HOOK TEA STRAINER ,0,0,0,0,0,1,0,353.45,165,2.33,cheap,warm
23421,PANTRY HOOK SPATULA,0,0,0,0,0,1,0,353.36,162,2.5,cheap,warm
23422,PANTRY HOOK BALLOON WHISK ,0,0,0,0,0,1,0,477.89,213,2.78,cheap,warm
23423,PANTRY 3 HOOK ROLLING PIN HANGER,0,0,0,0,0,1,0,876.9,219,4.54,cheap,warm
23424,GINGHAM RECIPE BOOK BOX,1,0,0,0,0,0,0,2529.42,466,6.18,medium,warm
23425,STORAGE TIN HOME SWEET HOME,0,0,0,0,0,1,0,621.44,275,3.1,cheap,warm
23426,METAL SIGN DROP YOUR PANTS,0,0,1,0,0,0,0,3450.21,1277,3.33,cheap,reg_seller
23427,STOOL HOME SWEET HOME ,0,0,0,0,0,1,0,2873.08,238,12.96,medium,warm
23428,IVORY RETRO KITCHEN WALL CLOCK,0,0,0,0,0,1,0,675.91,77,9.92,medium,cold
23429,RED RETRO KITCHEN WALL CLOCK,0,1,0,0,0,1,0,400.01,47,8.89,medium,cold
23430,BLUE RETRO KITCHEN WALL CLOCK,0,1,0,0,0,1,0,301.88,36,8.62,medium,cold
23431,NATURAL HANGING QUILTED HEARTS ,0,0,0,1,0,1,0,1175.38,1454,1.34,cheap,reg_seller
23432,PRETTY HANGING QUILTED HEARTS,0,0,0,1,0,1,0,1090.02,1278,1.35,cheap,reg_seller
23433,HANGING QUILTED PATCHWORK APPLES,0,0,0,1,0,1,0,1108.58,1258,1.5,cheap,reg_seller
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,0,0,0,1,0,0,0,1892.07,2105,0.88,cheap,reg_seller
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,0,0,0,1,0,0,0,734.7900000000001,827,0.9,cheap,warm
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,0,0,0,1,0,1,0,2367.39,1979,1.44,cheap,reg_seller
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,0,0,0,1,0,1,0,2367.39,1979,1.44,cheap,reg_seller
23437, 50'S CHRISTMAS GIFT BAG LARGE,0,0,0,1,0,1,0,2373.63,1939,1.42,cheap,reg_seller
23437,GIFT BAG LARGE 50'S CHRISTMAS,0,0,0,1,0,1,0,2373.63,1939,1.42,cheap,reg_seller
23438, RED SPOT GIFT BAG LARGE,0,1,0,0,0,1,0,2227.42,1823,1.37,cheap,reg_seller
23438,GIFT BAG LARGE SPOT ,0,0,0,0,0,1,0,2227.42,1823,1.37,cheap,reg_seller
23439,HAND WARMER RED LOVE HEART,0,1,0,1,0,0,0,8941.61,4027,2.22,cheap,reg_seller
23440,PAINT YOUR OWN EGGS IN CRATE,0,0,0,0,0,0,1,299.36,164,2.02,cheap,warm
23441,HAND PAINTED HANGING EASTER EGG,0,0,0,0,0,0,1,9.24,22,0.42,cheap,cold
23442,12 HANGING EGGS HAND PAINTED,0,0,0,0,0,0,1,87.36,42,2.08,cheap,cold
23445,ICE CREAM BUBBLES,0,0,0,0,0,0,1,2177.84,2688,0.87,cheap,reg_seller
23446,BLUE BUNNY EASTER EGG BASKET,0,1,0,0,0,0,0,230.25,157,1.58,cheap,warm
23447,PINK BUNNY EASTER EGG BASKET,0,1,0,0,0,0,0,231.9,158,1.6,cheap,warm
23448,CREAM BUNNY EASTER EGG BASKET,0,0,0,0,0,0,1,41.24999999999999,25,1.65,cheap,cold
23449,SET OF 6 EASTER RAINBOW CHICKS,1,0,0,0,0,0,0,15.0,12,1.25,cheap,cold
23451,SQUARE MINI PORTRAIT FRAME,0,0,0,0,0,0,1,558.12,278,2.27,cheap,warm
23452,HEART MINI PORTRAIT FRAME,0,0,0,1,0,0,0,1021.76,518,2.07,cheap,warm
23453,OVAL  MINI PORTRAIT FRAME,0,0,0,0,0,0,1,631.5799999999999,324,1.99,cheap,warm
23454,SET OF 3 MINI HANGING PORTRAITS,1,0,0,0,0,0,0,753.95,179,4.49,cheap,warm
23454,THREE MINI HANGING FRAMES,0,0,0,0,0,0,1,753.95,179,4.49,cheap,warm
23455,SMALL PARLOUR FRAME,0,0,0,0,0,0,1,569.4300000000001,207,2.87,cheap,warm
23455,SMALL PARLOUR PICTURE FRAME,0,0,0,0,0,0,1,569.4300000000001,207,2.87,cheap,warm
23456,MEDIUM PARLOUR FRAME ,0,0,0,0,0,0,1,634.1,158,4.12,cheap,warm
23456,MEDIUM PARLOUR PICTURE FRAME ,0,0,0,0,0,0,1,634.1,158,4.12,cheap,warm
23457,LARGE PARLOUR FRAME,0,0,0,0,0,0,1,554.83,113,5.1,medium,warm
23457,LARGE PARLOUR PICTURE FRAME,0,0,0,0,0,0,1,554.83,113,5.1,medium,warm
23458,DOLLY CABINET 3 DRAWERS ,0,0,0,0,0,1,0,762.4499999999999,51,14.95,medium,cold
23459,DOLLY CABINET 2 DRAWERS ,0,0,0,0,0,1,0,412.5,33,12.5,medium,cold
23460,SWEETHEART WALL TIDY ,0,0,0,1,0,0,0,1007.08,108,9.9,medium,warm
23461,SWEETHEART BIRD HOUSE,0,0,0,1,0,0,0,3082.71,857,4.53,cheap,warm
23462,ROCOCO WALL MIROR,0,0,0,0,0,0,1,1607.04,80,20.7,high,cold
23462,ROCOCO WALL MIRROR WHITE,0,1,0,0,0,0,0,1607.04,80,20.7,high,cold
23463,VINTAGE ZINC WATERING CAN,0,0,0,1,1,0,0,139.39999999999998,13,11.21,medium,cold
23464,VINTAGE ZINC WATERING CAN SMALL,0,0,0,1,1,0,0,99.2,18,6.21,medium,cold
23465,TUSCAN VILLA BIRD FEEDER,0,0,0,1,0,0,0,247.63,29,8.77,medium,cold
23465,TUSCAN VILLA FEEDING STATION,0,0,0,0,0,0,1,247.63,29,8.77,medium,cold
23466,TUSCAN VILLA DOVECOTE,0,0,0,0,0,0,1,498.03,55,10.08,medium,cold
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,0,0,0,1,0,0,0,498.03,55,10.08,medium,cold
23467,VINTAGE ZINC PLANTER  ,0,0,0,1,0,0,0,120.08,32,4.37,cheap,cold
23468,TUSCAN VILLA BIRD TABLE ,0,0,0,1,0,1,0,156.75,19,8.25,medium,cold
23469,CARD HOLDER LOVE BIRD SMALL,0,0,0,1,0,0,0,1355.24,332,4.64,cheap,warm
23470,CARD HOLDER LOVE BIRD LARGE ,0,0,0,1,0,0,0,1460.5,232,6.81,medium,warm
23471,SIX DRAWER OFFICE TIDY,0,0,0,0,0,0,1,626.74,66,10.15,medium,cold
23472, NINE DRAWER OFFICE TIDY,0,0,0,0,0,0,1,909.37,59,16.06,medium,cold
23473,WOODLAND SMALL RED FELT HEART,0,1,1,1,0,0,0,552.85,679,0.95,cheap,warm
23474,WOODLAND SMALL BLUE FELT HEART,0,1,1,1,0,0,0,270.96,312,1.04,cheap,warm
23475,WOODLAND SMALL PINK FELT HEART,0,1,1,1,0,0,0,242.18,286,0.96,cheap,warm
23476,WOODLAND LARGE RED FELT HEART,0,1,1,1,0,0,0,264.72,205,1.47,cheap,warm
23477,WOODLAND LARGE BLUE FELT HEART,0,1,1,1,0,0,0,123.47,92,1.72,cheap,cold
23478,WOODLAND LARGE PINK FELT HEART,0,1,1,1,0,0,0,324.40000000000003,285,1.51,cheap,warm
23479,WIRE EGG BASKET ,0,0,0,0,0,0,1,880.23,114,8.26,medium,warm
23480,MINI LIGHTS WOODLAND MUSHROOMS,0,0,1,0,0,0,0,6726.64,1801,4.4,cheap,reg_seller
23481,PEARLISED IVORY HEART SMALL ,0,0,0,1,0,0,0,281.17,228,1.28,cheap,warm
23482,PEARLISED IVORY HEART LARGE ,0,0,0,1,0,0,0,661.02,418,1.77,cheap,warm
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,0,0,0,1,0,0,0,1651.36,1340,2.38,cheap,reg_seller
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,0,0,0,1,0,0,0,547.35,185,3.67,cheap,warm
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,0,0,0,1,0,0,0,547.35,185,3.67,cheap,warm
23485,BOTANICAL GARDENS WALL CLOCK ,0,0,0,0,0,1,0,5843.92,262,24.79,high,warm
23486,ANTIQUE HEART SHELF UNIT,0,0,0,1,0,0,0,4145.47,275,17.81,medium,warm
23487,SWEET HEART CAKE CARRIER,0,0,0,1,0,0,0,795.5799999999999,80,10.37,medium,cold
23489,"GARLAND, VINTAGE BELLS",0,0,0,1,0,0,0,2709.23,913,3.22,cheap,warm
23489,VINTAGE BELLS GARLAND,0,0,0,1,0,0,0,2709.23,913,3.22,cheap,warm
23490,T-LIGHT HOLDER HANGING LOVE BIRD,0,0,0,1,0,0,0,2055.27,548,3.96,cheap,warm
23491,VINTAGE JINGLE BELLS HEART,0,0,0,1,0,0,0,1897.76,228,8.46,medium,warm
23492,VINTAGE JINGLE BELLS WREATH,0,0,0,1,0,0,0,635.38,76,8.55,medium,cold
23493,VINTAGE DOILY TRAVEL SEWING KIT,0,0,0,1,0,0,0,8509.68,3970,2.15,cheap,reg_seller
23494,VINTAGE DOILY DELUXE SEWING KIT ,0,0,0,1,0,0,0,5377.81,813,6.8,medium,warm
23495,SET OF 3 PANTRY WOODEN SPOONS,1,0,1,0,0,1,0,306.66,225,1.72,cheap,warm
23496,PANTRY KITCHEN THERMOMETER ,0,0,0,0,0,1,0,154.52,112,1.56,cheap,warm
23497,CLASSIC CHROME BICYCLE BELL ,0,0,0,0,0,0,1,3660.37,2561,1.62,cheap,reg_seller
23497,CLASSIC CROME BICYCLE BELL ,0,0,0,0,0,0,1,3660.37,2561,1.62,cheap,reg_seller
23498,CLASSIC BICYCLE CLIPS ,0,0,0,0,0,0,1,2378.48,1644,1.65,cheap,reg_seller
23499,SET 12 VINTAGE DOILY CHALK ,1,0,0,1,0,0,0,587.49,1315,0.48,cheap,reg_seller
23500,KEY RING BASEBALL BOOT ASSORTED ,1,0,0,0,1,0,0,2044.58,1631,1.38,cheap,reg_seller
23501,KEY RING BASEBALL BOOT UNION JACK,0,0,0,0,1,0,0,2220.37,1823,1.49,cheap,reg_seller
23502,PLAYING CARDS VINTAGE DOILEY ,0,0,0,1,0,0,0,896.41,714,1.3,cheap,warm
23502,PLAYING CARDS VINTAGE DOILY ,0,0,0,1,0,0,0,896.41,714,1.3,cheap,warm
23503,PLAYING CARDS KEEP CALM & CARRY ON,0,0,0,0,0,0,1,4864.3,3646,1.28,cheap,reg_seller
23504,PLAYING CARDS JUBILEE UNION JACK,0,0,0,0,0,0,1,2857.64,1934,1.35,cheap,reg_seller
23505,PLAYING CARDS I LOVE LONDON ,0,0,0,0,0,0,1,1660.04,1207,1.35,cheap,reg_seller
23506,MINI PLAYING CARDS SPACEBOY ,0,0,0,0,0,0,1,1139.2,2747,0.46,cheap,reg_seller
23507,MINI PLAYING CARDS BUFFALO BILL ,0,0,0,0,0,0,1,1156.51,2884,0.47,cheap,reg_seller
23508,MINI PLAYING CARDS DOLLY GIRL ,0,0,0,0,0,0,1,1165.13,2631,0.47,cheap,reg_seller
23509,MINI PLAYING CARDS FUN FAIR ,0,0,0,0,0,0,1,452.72,1065,0.48,cheap,reg_seller
23510,MINI PLAYING CARDS GYMKHANA,0,0,0,0,0,0,1,1119.22,2522,0.5,cheap,reg_seller
23511,EMBROIDERED RIBBON REEL EMILY ,0,1,0,0,0,0,0,1256.17,573,2.33,cheap,warm
23512,EMBROIDERED RIBBON REEL ROSIE,0,1,0,0,0,0,0,977.32,501,2.31,cheap,warm
23513,EMBROIDERED RIBBON REEL SUSIE ,0,1,0,0,0,0,0,1114.26,566,2.31,cheap,warm
23514,EMBROIDERED RIBBON REEL SALLY ,0,1,0,0,0,0,0,977.39,478,2.35,cheap,warm
23515,EMBROIDERED RIBBON REEL DAISY ,0,1,0,1,0,0,0,1164.98,579,2.39,cheap,warm
23516,EMBROIDERED RIBBON REEL SOPHIE  ,0,1,0,0,0,0,0,1062.35,297,3.85,cheap,warm
23517,EMBROIDERED RIBBON REEL REBECCA ,0,1,0,0,0,0,0,996.38,334,3.45,cheap,warm
23518,EMBROIDERED RIBBON REEL RACHEL ,0,1,0,0,0,0,0,983.3,362,3.09,cheap,warm
23519,EMBROIDERED RIBBON REEL CLAIRE,0,1,0,0,0,0,0,792.31,224,4.48,cheap,warm
23520,EMBROIDERED RIBBON REEL RUBY ,0,1,0,0,0,0,0,604.3,168,3.96,cheap,warm
23521,CAT AND BIRD WALL ART,0,0,0,1,0,0,0,793.37,413,4.2,cheap,warm
23521,WALL ART CAT AND BIRD ,0,0,0,1,0,0,0,793.37,413,4.2,cheap,warm
23522,DOG AND BALL WALL ART,0,0,0,1,0,0,0,727.4399999999999,354,3.68,cheap,warm
23522,WALL ART DOG AND BALL ,0,0,0,1,0,0,0,727.4399999999999,354,3.68,cheap,warm
23523,TREASURE AHOY WALL ART,0,0,0,0,0,0,1,1173.8100000000002,360,3.93,cheap,warm
23523,WALL ART TREASURE AHOY ,0,0,0,0,0,0,1,1173.8100000000002,360,3.93,cheap,warm
23524,HORSE & PONY WALL ART,0,0,0,0,0,0,1,1557.63,481,4.32,cheap,warm
23524,WALL ART HORSE & PONY ,0,0,0,0,0,0,1,1557.63,481,4.32,cheap,warm
23525,BUFFALO BILL WALL ART ,0,0,0,0,0,0,1,1867.57,583,4.16,cheap,warm
23525,WALL ART BUFFALO BILL ,0,0,0,0,0,0,1,1867.57,583,4.16,cheap,warm
23526,DOG LICENCE WALL ART,0,0,0,1,0,0,0,6021.4,1012,8.25,medium,reg_seller
23526,WALL ART DOG LICENCE ,0,0,0,1,0,0,0,6021.4,1012,8.25,medium,reg_seller
23527,ANIMALS AND NATURE WALL ART,0,0,0,1,0,0,0,1432.31,421,3.99,cheap,warm
23527,WALL ART ANIMALS AND NATURE ,0,0,0,1,0,0,0,1432.31,421,3.99,cheap,warm
23528,SPACEBOY WALL ART,0,0,0,0,0,0,1,1504.49,479,4.78,cheap,warm
23528,WALL ART SPACEBOY,0,0,0,0,0,0,1,1504.49,479,4.78,cheap,warm
23529,DOLLY GIRL WALL ART,0,0,0,0,0,0,1,2011.99,637,4.34,cheap,warm
23529,WALL ART DOLLY GIRL ,0,0,0,0,0,0,1,2011.99,637,4.34,cheap,warm
23530,WALL ART ONLY ONE PERSON ,0,0,0,0,0,0,1,4465.97,1062,5.57,medium,reg_seller
23530,"WALL ART,ONLY ONE PERSON ",0,0,0,0,0,0,1,4465.97,1062,5.57,medium,reg_seller
23531,WALL ART BIG LOVE ,0,0,0,0,0,0,1,5559.11,979,7.66,medium,warm
23532,WALL ART WORK REST AND PLAY  ,0,0,0,0,0,0,1,901.58,210,5.3,medium,warm
23533,WALL ART GARDEN HAVEN ,0,0,0,0,0,1,0,998.64,215,6.17,medium,warm
23534,STOP FOR TEA WALL ART,0,0,0,0,0,0,1,8614.85,1388,7.53,medium,reg_seller
23534,WALL ART STOP FOR TEA ,0,0,0,0,0,0,1,8614.85,1388,7.53,medium,reg_seller
23535,BICYCLE SAFTEY WALL ART,0,0,0,0,0,0,1,8469.99,1329,7.42,medium,reg_seller
23535,WALL ART BICYCLE SAFETY,0,0,0,0,0,0,1,8469.99,1329,7.42,medium,reg_seller
23535,WALL ART BICYCLE SAFTEY ,0,0,0,0,0,0,1,8469.99,1329,7.42,medium,reg_seller
23536,VILLAGE SHOW WALL ART,0,0,0,0,0,0,1,3442.13,626,6.79,medium,warm
23536,WALL ART VILLAGE SHOW ,0,0,0,0,0,0,1,3442.13,626,6.79,medium,warm
23537,I LOVE LONDON WALL ART,0,0,0,0,0,0,1,581.13,111,6.94,medium,warm
23537,WALL ART I LOVE LONDON ,0,0,0,0,0,0,1,581.13,111,6.94,medium,warm
23538,WALL ART VINTAGE HEART,0,0,0,1,0,0,0,1334.49,332,5.75,medium,warm
23539,"WALL ART , LOVES' SECRET ",0,0,0,0,0,0,1,1227.95,247,6.59,medium,warm
23539,WALL ART LOVES' SECRET ,0,0,0,0,0,0,1,1227.95,247,6.59,medium,warm
23540,"WALL ART , THE MAGIC FOREST ",0,0,0,0,0,0,1,947.06,150,8.42,medium,warm
23540,WALL ART THE MAGIC FOREST ,0,0,0,0,0,0,1,947.06,150,8.42,medium,warm
23541,"WALL ART ,PUDDINGS ",0,0,0,0,0,0,1,6823.91,892,9.65,medium,warm
23541,WALL ART CLASSIC PUDDINGS ,0,0,0,0,0,0,1,6823.91,892,9.65,medium,warm
23542,70'S ALPHABET WALL ART,0,0,0,0,0,0,1,3800.16,506,9.78,medium,warm
23542,WALL ART 70'S ALPHABET ,0,0,0,0,0,0,1,3800.16,506,9.78,medium,warm
23543,KEEP CALM WALL ART ,0,0,0,0,0,0,1,7019.01,1237,8.53,medium,reg_seller
23543,WALL ART KEEP CALM ,0,0,0,0,0,0,1,7019.01,1237,8.53,medium,reg_seller
23544,WALL ART MID CENTURY MODERN ,0,0,0,0,0,0,1,1015.78,164,7.52,medium,warm
23545,WRAP RED DOILEY,0,1,0,0,0,0,0,1025.6,2480,0.42,cheap,reg_seller
23545,WRAP RED VINTAGE DOILY,0,1,0,1,0,0,0,1025.6,2480,0.42,cheap,reg_seller
23546,WRAP PAISLEY PARK ,0,0,0,0,0,0,1,1375.5,3275,0.42,cheap,reg_seller
23547,WRAP FLOWER SHOP  ,0,0,0,1,0,0,0,661.5,1575,0.42,cheap,reg_seller
23548,WRAP MAGIC FOREST ,0,0,0,0,0,0,1,451.5,1075,0.42,cheap,reg_seller
23549,WRAP BIRD GARDEN ,0,0,0,1,0,1,0,548.1,1305,0.42,cheap,reg_seller
23550,WRAP ALPHABET POSTER  ,0,0,0,0,0,0,1,763.1,1855,0.42,cheap,reg_seller
23551,PACK OF 12 PAISLEY PARK TISSUES ,1,0,0,0,0,0,0,841.01,1843,0.51,cheap,reg_seller
23552,BICYCLE PUNCTURE REPAIR KIT ,0,0,0,0,0,0,1,3883.99,1864,2.26,cheap,reg_seller
23553,LANDMARK FRAME CAMDEN TOWN ,0,0,0,0,0,0,1,6457.15,569,13.29,medium,warm
23554,LANDMARK FRAME OXFORD STREET,0,0,0,1,0,0,0,4830.53,424,13.03,medium,warm
23555,LANDMARK FRAME NOTTING HILL ,0,0,0,0,0,0,1,4818.07,424,12.88,medium,warm
23556,LANDMARK FRAME COVENT GARDEN ,0,0,0,0,0,1,0,4974.51,439,12.61,medium,warm
23557,LANDMARK FRAME BAKER STREET ,0,0,0,1,0,0,0,3930.27,350,13.18,medium,warm
23558,LANDMARK FRAME LONDON BRIDGE ,0,0,0,0,0,0,1,4741.37,418,13.09,medium,warm
23559,WOODLAND BUNNIES LOLLY MAKERS,0,0,1,1,0,0,0,1488.65,652,2.85,cheap,warm
23560,SET OF 6 RIBBONS COUNTRY STYLE,1,0,0,0,0,0,0,502.0700000000001,173,3.52,cheap,warm
23561,SET OF 6 RIBBONS PARTY,1,0,0,0,0,0,0,476.0,170,3.41,cheap,warm
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,1,0,0,0,0,0,0,730.37,253,3.27,cheap,warm
23564,EGG CUP MILKMAID INGRID,0,0,0,0,0,1,0,841.31,644,1.76,cheap,warm
23565,EGG CUP MILKMAID HELGA ,0,0,0,0,0,1,0,586.31,410,1.85,cheap,warm
23566,EGG CUP MILKMAID HEIDI,0,0,0,0,0,1,0,1159.43,883,1.76,cheap,warm
23567,EGG CUP HENRIETTA HEN PINK,0,1,0,0,0,1,0,291.58,211,1.82,cheap,warm
23568,EGG CUP HENRIETTA HEN CREAM ,0,0,0,0,0,1,0,787.52,630,1.75,cheap,warm
23569,TRADTIONAL ALPHABET STAMP SET,1,0,0,0,0,0,0,4752.31,961,5.29,medium,warm
23570,TRADITIONAL PICK UP STICKS GAME ,0,0,0,1,0,0,0,4944.37,2782,1.43,cheap,reg_seller
23571,TRADITIONAL NAUGHTS & CROSSES,0,0,0,1,0,0,0,6436.61,2859,1.89,cheap,reg_seller
23574,PACKING CHARGE,1,0,0,0,0,0,0,105.0,114,7.0,medium,warm
23575,SNACK TRAY PAISLEY PARK,0,0,0,0,0,0,1,367.35,179,2.58,cheap,warm
23576,SNACK TRAY RED VINTAGE DOILY,0,1,0,1,0,0,0,400.04,198,2.4,cheap,warm
23578,SNACK TRAY RED GINGHAM,0,1,0,0,0,0,0,125.72,60,2.42,cheap,cold
23579,SNACK TRAY I LOVE LONDON,0,0,0,0,0,0,1,362.65,179,2.4,cheap,warm
23580,SNACK TRAY HAPPY FOREST  ,0,0,0,0,0,0,1,236.87,117,2.2,cheap,warm
23581,JUMBO BAG PAISLEY PARK,0,0,0,0,0,0,1,11613.03,5035,2.25,cheap,hot
23582,VINTAGE DOILY JUMBO BAG RED ,0,1,0,1,0,0,0,10233.45,4815,2.21,cheap,reg_seller
23583,LUNCH BAG PAISLEY PARK  ,0,0,0,0,0,0,1,5513.83,3395,1.8,cheap,reg_seller
23597,PAPER BUNTING PAISLEY PARK,0,0,1,0,0,0,0,684.97,251,3.17,cheap,warm
23598,PAPER BUNTING VINTAGE PARTY,0,0,1,1,0,0,0,1218.48,428,3.23,cheap,warm
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,1,0,0,0,0,0,0,19.92,8,2.49,cheap,cold
23602,SET 10 CARDS 3 WISE MEN 17107,1,0,0,0,0,0,0,2.91,1,2.91,cheap,cold
23603,SET 10 CARD KRAFT REINDEER 17084,1,0,0,0,0,0,0,49.8,20,2.49,cheap,cold
23604,SET 10 MINI SANTA & SNOWMAN  17087,1,0,0,0,0,0,0,6.64,4,1.66,cheap,cold
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,1,0,0,1,0,0,0,11.64,4,2.91,cheap,cold
